$$HAR,17:05:40,420271854,-936539404,264031,17002026,1851,130,98449,2366,24882
$$HAR,17:05:43,420271775,-936539396,264251,17582488,101,175,98449,2365,24882
$$HAR,17:05:46,420271789,-936539415,264607,17582488,112,147,98449,2365,24882
$$HAR,17:05:49,420271804,-936539482,264678,17582488,590,141,98445,2365,24882
$$HAR,17:05:52,420271931,-936539444,266599,17582488,547,141,98445,2364,24881
$$HAR,17:05:55,420272169,-936539563,264399,29555638,1269,121,98447,2364,24881
$$HAR,17:05:58,420272420,-936539863,263682,31418750,1025,128,98447,2363,24881
$$HAR,17:06:01,420272641,-936540134,262478,30584560,967,128,98447,2363,24881
$$HAR,17:06:04,420272823,-936540500,263573,29259880,690,116,98445,2363,24881
$$HAR,17:06:07,420273212,-936540553,262779,34936304,1408,143,98447,2362,24879
$$HAR,17:06:10,420273634,-936540569,262822,35859380,1431,143,98449,2362,24879
$$HAR,17:06:13,420273972,-936540576,265751,35745168,1035,128,98451,2361,24885
$$HAR,17:06:16,420274229,-936540613,265417,9309,1227,116,98445,2361,24885
$$HAR,17:06:19,420274584,-936540628,264627,308400,1489,121,98447,2360,24879
$$HAR,17:06:22,420275041,-936540557,266302,713203,1569,128,98447,2359,24876
$$HAR,17:06:25,420275447,-936540501,267054,662515,1511,121,98447,2359,24876
$$HAR,17:06:28,420275748,-936540485,267146,2076095,705,121,98447,2358,24876
$$HAR,17:06:31,420275858,-936540626,266574,2076095,531,155,98449,2357,24875
$$HAR,17:06:34,420275915,-936540812,267870,35176172,400,117,98447,2357,24880
$$HAR,17:06:37,420275895,-936540785,268114,35176172,10,114,98449,2356,24875
$$HAR,17:06:40,420275867,-936540830,269912,35176172,586,120,98449,2355,24872
$$HAR,17:06:43,420276082,-936540597,278934,35176172,88,134,98447,2355,24872
$$HAR,17:06:46,420276216,-936540511,282759,35176172,255,122,98449,2354,24866
$$HAR,17:06:49,420276215,-936540485,282992,35176172,81,121,98449,2354,24871
$$HAR,17:06:52,420276140,-936540496,283065,35176172,289,129,98447,2353,24864
$$HAR,17:06:55,420276152,-936540377,285126,35176172,104,115,98449,2352,24868
$$HAR,17:06:58,420276141,-936540261,289011,35176172,160,134,98449,2352,24868
$$HAR,17:07:01,420276143,-936540164,290414,35176172,62,125,98449,2351,24861
$$HAR,17:07:04,420276108,-936540160,290088,35176172,114,152,98447,2351,24861
$$HAR,17:07:07,420276086,-936540100,291130,35176172,149,142,98447,2350,24861
$$HAR,17:07:10,420276073,-936540174,290982,35176172,360,150,98447,2350,24861
$$HAR,17:07:13,420276058,-936540192,290260,35176172,169,225,98445,2349,24855
$$HAR,17:07:16,420276067,-936540208,289269,35176172,126,225,98445,2349,24861
$$HAR,17:07:19,420276112,-936540325,285445,35176172,142,185,98447,2348,24854
$$HAR,17:07:22,420276106,-936540368,284941,35176172,144,130,98445,2347,24853
$$HAR,17:07:25,420276122,-936540495,281452,35176172,98,181,98445,2347,24858
$$HAR,17:07:28,420276135,-936540591,278023,35176172,316,128,98445,2346,24856
$$HAR,17:07:31,420276150,-936540604,276517,35176172,35,258,98447,2345,24856
$$HAR,17:07:34,420276388,-936539985,289409,5158638,503,145,98445,2345,24856
$$HAR,17:07:37,420277482,-936539854,307986,32986836,8401,139,98402,2344,24849
$$HAR,17:07:40,420277394,-936540169,326606,5371594,4571,115,98320,2344,24844
$$HAR,17:07:43,420278790,-936541189,342972,28348574,6732,105,98181,2343,24839
$$HAR,17:07:46,420278845,-936541682,359534,140618,4779,110,98032,2343,24839
$$HAR,17:07:49,420280525,-936542707,377914,29483884,4715,105,97855,2342,24826
$$HAR,17:07:52,420280679,-936542824,398025,3410772,5455,105,97665,2342,24821
$$HAR,17:07:55,420282455,-936542856,416145,33888204,4043,116,97467,2342,24805
$$HAR,17:07:58,420282576,-936542896,434593,5107500,5652,105,97255,2342,24805
$$HAR,17:08:01,420284215,-936542887,449472,33546502,5056,105,97039,2342,24790
$$HAR,17:08:04,420284305,-936542967,465074,5337936,5721,105,96825,2342,24790
$$HAR,17:08:07,420285753,-936542584,482840,31651550,5460,105,96608,2341,24784
$$HAR,17:08:10,420285910,-936542475,501454,6301245,5240,105,96398,2341,24774
$$HAR,17:08:13,420287503,-936541280,519295,33482456,7089,115,96190,2341,24763
$$HAR,17:08:16,420287715,-936541572,536210,13976978,4168,154,95984,2341,24763
$$HAR,17:08:19,420289567,-936541836,554402,31670740,7870,123,95774,2341,24752
$$HAR,17:08:22,420289999,-936542475,573245,35512612,3832,111,95566,2341,24747
$$HAR,17:08:25,420291728,-936542545,593062,32945282,8474,111,95357,2341,24741
$$HAR,17:08:28,420292223,-936543635,611678,32596890,2033,113,95153,2341,24741
$$HAR,17:08:31,420293992,-936543362,629868,33399092,7583,111,94941,2341,24736
$$HAR,17:08:34,420294549,-936544362,647357,33910396,2612,111,94727,2341,24726
$$HAR,17:08:37,420295940,-936543608,664102,33273356,5848,111,94516,2341,24726
$$HAR,17:08:40,420296679,-936544658,681295,31068768,862,111,94304,2341,24716
$$HAR,17:08:43,420297872,-936544007,700212,34540788,9063,111,94100,2341,24710
$$HAR,17:08:46,420298845,-936545379,716587,27975374,1304,111,93898,2341,24710
$$HAR,17:08:49,420299777,-936544727,735755,1241531,8679,111,93695,2341,24705
$$HAR,17:08:52,420300840,-936545649,754496,30862690,1722,111,93489,2341,24695
$$HAR,17:08:55,420301655,-936544285,771565,2166416,7101,111,93281,2341,24695
$$HAR,17:08:58,420302287,-936544764,788345,31910120,2558,111,93077,2341,24684
$$HAR,17:09:01,420302610,-936543226,805505,2137321,6770,111,92877,2341,24684
$$HAR,17:09:04,420303261,-936543490,823712,22831404,3751,111,92676,2341,24679
$$HAR,17:09:07,420303662,-936541756,841888,2668101,7935,111,92478,2342,24674
$$HAR,17:09:10,420304171,-936541501,860845,8689672,3775,111,92272,2342,24667
$$HAR,17:09:13,420304410,-936539538,877582,4223004,7988,111,92072,2342,24667
$$HAR,17:09:16,420305073,-936539120,895613,13536850,2749,111,91871,2342,24662
$$HAR,17:09:19,420305415,-936536927,912806,4361895,9177,111,91671,2342,24657
$$HAR,17:09:22,420306109,-936536436,930237,6007983,2591,111,91469,2342,24657
$$HAR,17:09:25,420306396,-936534111,947970,4528920,7943,111,91270,2342,24646
$$HAR,17:09:28,420307120,-936533948,964546,10164038,2082,111,91076,2342,24646
$$HAR,17:09:31,420307130,-936532229,982712,5004385,7806,111,90878,2342,24646
$$HAR,17:09:34,420308156,-936531497,1001424,5412131,2281,111,90684,2343,24643
$$HAR,17:09:37,420308144,-936529484,1021163,5634636,10255,111,90487,2343,24637
$$HAR,17:09:40,420309309,-936528246,1040009,4127263,832,111,90296,2343,24632
$$HAR,17:09:43,420309630,-936525590,1057598,6056589,12256,111,90091,2343,24627
$$HAR,17:09:46,420310730,-936524324,1075398,3644640,1416,111,89893,2343,24622
$$HAR,17:09:49,420311195,-936521847,1093678,5776409,11271,111,89694,2343,24622
$$HAR,17:09:52,420312617,-936520560,1110902,2723176,1273,111,89502,2344,24616
$$HAR,17:09:55,420312867,-936518225,1129313,6679311,10455,111,89306,2344,24611
$$HAR,17:09:58,420314293,-936516557,1148021,2230070,2395,111,89111,2344,24601
$$HAR,17:10:01,420314244,-936513925,1165584,7277593,10350,111,88913,2344,24601
$$HAR,17:10:04,420315735,-936511895,1184225,3101379,3494,111,88716,2344,24596
$$HAR,17:10:07,420315770,-936509542,1202769,7779750,11688,111,88523,2344,24590
$$HAR,17:10:10,420317280,-936506780,1220394,4117770,4194,111,88328,2344,24590
$$HAR,17:10:13,420317368,-936504392,1236524,8032262,12056,111,88130,2344,24585
$$HAR,17:10:16,420318741,-936501823,1254274,3598271,4749,110,87939,2344,24585
$$HAR,17:10:19,420319080,-936499516,1272310,8329288,11523,116,87750,2344,24585
$$HAR,17:10:22,420320758,-936496600,1291017,3178087,7874,116,87555,2344,24580
$$HAR,17:10:25,420320821,-936494323,1307146,9632704,9982,116,87359,2344,24580
$$HAR,17:10:28,420322398,-936491468,1325783,2790604,9174,116,87162,2344,24575
$$HAR,17:10:31,420322704,-936489421,1343047,8854366,10060,116,86970,2343,24575
$$HAR,17:10:34,420324253,-936485907,1360874,3851776,8311,116,86774,2343,24569
$$HAR,17:10:37,420324659,-936484048,1378362,8763800,8755,110,86579,2343,24569
$$HAR,17:10:40,420326000,-936480475,1397486,3848775,9893,110,86388,2343,24563
$$HAR,17:10:43,420326867,-936478959,1415689,8321223,8890,172,86201,2343,24563
$$HAR,17:10:46,420327878,-936476006,1432655,3638984,9548,137,86010,2343,24558
$$HAR,17:10:49,420329005,-936474427,1451757,6646144,6117,119,85818,2342,24567
$$HAR,17:10:52,420329819,-936471207,1469429,3571296,10318,109,85625,2342,24557
$$HAR,17:10:55,420330870,-936469798,1486990,10049122,5852,104,85439,2342,24557
$$HAR,17:10:58,420331476,-936466561,1505211,4949436,11160,104,85251,2342,24552
$$HAR,17:11:01,420332473,-936465291,1522328,6433427,2958,104,85062,2342,24552
$$HAR,17:11:04,420333088,-936462278,1541444,5126582,11436,104,84875,2342,24552
$$HAR,17:11:07,420334334,-936461146,1558519,4075017,2857,109,84690,2342,24552
$$HAR,17:11:10,420334772,-936458333,1575542,5465354,9908,112,84503,2342,24552
$$HAR,17:11:13,420336111,-936457343,1593494,2501053,2121,118,84313,2341,24546
$$HAR,17:11:16,420336618,-936454428,1611029,5268134,10751,112,84129,2341,24546
$$HAR,17:11:19,420338177,-936453619,1627819,697669,3021,112,83939,2341,24541
$$HAR,17:11:22,420338723,-936451105,1644892,4675518,10470,112,83750,2341,24546
$$HAR,17:11:25,420340452,-936449592,1662673,3288851,2681,112,83565,2341,24536
$$HAR,17:11:28,420341114,-936446856,1681728,5894697,13944,112,83386,2341,24541
$$HAR,17:11:31,420343065,-936444579,1701059,2832938,4336,112,83201,2340,24541
$$HAR,17:11:34,420343755,-936441049,1719138,6734568,15049,112,83016,2340,24536
$$HAR,17:11:37,420345589,-936438081,1739202,4375311,6698,112,82828,2340,24531
$$HAR,17:11:40,420346163,-936434293,1756691,6806269,15135,117,82648,2340,24536
$$HAR,17:11:43,420348261,-936431110,1773932,5326094,7827,107,82457,2340,24531
$$HAR,17:11:46,420348750,-936427057,1793187,6812535,14914,107,82268,2339,24527
$$HAR,17:11:49,420350861,-936423468,1811765,6052710,7397,107,82089,2339,24527
$$HAR,17:11:52,420351346,-936419108,1830725,6957786,15973,107,81905,2339,24527
$$HAR,17:11:55,420353102,-936415657,1849068,6185295,6387,107,81722,2339,24522
$$HAR,17:11:58,420353294,-936412003,1867947,8075547,13952,107,81541,2338,24527
$$HAR,17:12:01,420354672,-936408604,1887112,4864000,5196,107,81368,2339,24517
$$HAR,17:12:04,420354606,-936405542,1906122,8425622,12770,107,81187,2338,24517
$$HAR,17:12:07,420355956,-936402195,1924244,4372259,6005,107,81006,2338,24517
$$HAR,17:12:10,420355891,-936399924,1943897,8850488,10936,107,80833,2338,24511
$$HAR,17:12:13,420357464,-936396941,1963003,3973485,6570,106,80648,2338,24511
$$HAR,17:12:16,420357384,-936394651,1981345,9091716,10356,106,80467,2338,24506
$$HAR,17:12:19,420358723,-936392162,2000449,3472055,4752,106,80288,2338,24511
$$HAR,17:12:22,420358640,-936390564,2018354,8715682,9196,106,80105,2337,24504
